Geneid_Ls,Transcript_ID,Treatment_logFC,Treatment_pvalue,Interaction_logFC,Interaction_pvalue,A_4_logFC,A_4_pvalue,A_1_logFC,A_1_pvalue
8534,XM_037957829.1,-0.071494311,0.940472152,0.146354686,0.761421401,0.001917063,0.99495435,-0.143982715,0.798926068
8535,XM_037957830.1,-0.429883338,0.918789951,0.698019307,0.800279765,-0.101068448,0.950047644,-0.775821874,0.798926068
8536,XM_037957831.1,0.42865611,0.871742654,-0.579695894,0.793072402,0.097051463,0.946897214,0.678357875,0.798926068
8537,XM_037957832.1,-0.110760539,0.97635034,-0.483284013,0.705726368,-0.348377902,0.662371118,0.14265381,0.830078426
8538,XM_037957833.1,-0.011441513,0.998595756,-0.020591555,0.974788525,-0.022254748,0.863879548,0.002597606,0.995502828
8539,XM_037957834.1,0.042640367,0.998595756,-0.12783802,0.961160303,-0.013162053,0.986368629,0.115731395,0.950275574
8540,XM_037957835.1,-0.102621635,0.847330579,-0.109009559,0.837491602,-0.15762601,0.512728487,-0.046930603,0.899911572
8541,XM_037957836.1,-0.038528439,0.958579954,0.039344595,0.92785037,-0.020118133,0.85670359,-0.058830445,0.798926068
8542,XM_037957837.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8543,XM_037957838.1,-0.070738411,0.97884941,-0.334971607,0.705726368,-0.232585552,0.705704219,0.10721841,0.798926068
8544,XM_037957839.1,-0.20451145,0.973984109,-0.50140255,0.780743191,-0.468604831,0.705704219,0.034274454,0.981859445
8545,XM_037957840.1,0.092957373,0.998595756,0.305476342,0.882831152,0.24443466,0.823162678,-0.03535289,0.975401398
8546,XM_037957841.1,-0.100182287,0.979518883,-0.411844466,0.705726368,-0.305184031,0.707373372,0.10721841,0.798926068
8547,XM_037957842.1,0.516728336,0.880982412,-0.292507033,0.945741181,0.354170646,0.775372848,0.640239059,0.798926068
8548,XM_037957843.1,-0.114522359,0.998595756,0.081940423,0.980809016,-0.072109511,0.951939699,-0.160231741,0.93860191
8549,XM_037957844.1,0.086407765,0.998595756,0.115228145,0.973096462,0.120733276,0.933889371,0.043553778,0.980242325
8550,XM_037957845.1,-0.041263373,0.998595756,0.381223693,0.705726368,0.136965196,0.705704219,-0.244202032,0.798926068
8551,XM_037957846.1,0.385130617,0.820527492,-0.050532741,0.982019318,0.337877014,0.705704219,0.409619761,0.798926068
8552,XM_037957847.1,0.333371484,0.97884941,0.518486002,0.920644672,0.570866374,0.705704219,0.048051972,0.989633635
8553,XM_037957848.1,-0.091077333,0.97884941,0.191018701,0.881710101,-0.002203105,0.997577157,-0.203757767,0.798926068
8554,XM_037957849.1,0.048783019,0.998595756,-0.531193755,0.705726368,-0.202555953,0.61392535,0.339759951,0.798926068
8555,XM_037957850.1,0.002509648,0.998595756,-0.200364236,0.900576075,-0.100398382,0.926148169,0.10721841,0.798926068
8556,XM_037957851.1,0.00381124,0.998595756,-0.77558886,0.705726368,-0.380409369,0.705704219,0.415465875,0.798926068
8557,XM_037957852.1,-0.146755523,0.964836916,-0.486213722,0.705726368,-0.396403634,0.705704219,0.10721841,0.798926068
8558,XM_037957853.1,0.009675193,0.998595756,1.362022588,0.705726368,0.862959789,0.705704219,-0.479519274,0.798926068
8559,XM_037957854.1,0.147157131,0.998595756,-0.401997394,0.887549564,-0.094389258,0.959954829,0.343423855,0.798926068
8560,XM_037957855.1,-0.045362291,0.998595756,0.002585049,0.999174864,-0.044405843,0.95453513,-0.040900566,0.973809592
8561,XM_037957856.1,-0.5250671,0.914050652,-0.793387428,0.822510395,-1.033509719,0.705704219,-0.189581398,0.917790024
8562,XM_037957857.1,0.872450559,0.84802064,0.610557052,0.924469393,1.056103086,0.705704219,0.448249495,0.899911572
8563,XM_037957858.1,0.829175835,0.884289421,-0.094644867,0.988663917,0.786368383,0.735830875,0.884214025,0.798926068
8564,XM_037957859.1,0.263964265,0.849376003,-0.764182992,0.705726368,-0.092763199,0.705704219,0.671669885,0.798926068
8565,XM_037957860.1,0.108173442,0.97884941,-0.330258644,0.726510387,-0.046930288,0.936652742,0.285057737,0.798926068
8566,XM_037957861.1,-0.246549048,0.928352463,0.84067963,0.705726368,0.136257903,0.858596775,-0.697315877,0.798926068
8567,XM_037957862.1,0.013375199,0.998595756,-0.313045322,0.821682336,-0.138303039,0.835443016,0.185173721,0.82907713
8568,XM_037957863.1,-0.078011742,0.998595756,-1.932011616,0.705726368,-0.992650022,0.500391645,0.952257546,0.798926068
8569,XM_037957864.1,0.28724584,0.998595756,-0.178986758,0.979916558,0.21757493,0.94332514,0.368839257,0.912312878
8570,XM_037957865.1,0.396291109,0.979076557,-1.874904152,0.705726368,-0.518152207,0.838640063,1.347806284,0.798926068
8571,XM_037957866.1,-0.042833812,0.983215435,0.154682699,0.762141221,0.022576858,0.934310099,-0.128055676,0.798926068
8572,XM_037957867.1,-0.031005264,0.998595756,0.404005498,0.774142293,0.173844049,0.810932041,-0.22810077,0.804132338
8573,XM_037957868.1,0.037407267,0.998595756,0.340707832,0.941408312,0.212388934,0.920560059,-0.126312637,0.957449633
8574,XM_037957869.1,0.143652069,0.890541437,0.255175362,0.707964918,0.259126656,0.534048634,0.006059957,0.994890785
8575,XM_037957870.1,0.034550228,0.998595756,0.448068053,0.755859438,0.229054168,0.705704219,-0.212101589,0.844832019
8576,XM_037957871.1,0.374810751,0.87115911,-0.37875462,0.866525323,0.193908361,0.667598371,0.589795947,0.798926068
8577,XM_037957872.1,-0.06234157,0.979076557,-0.31239593,0.705726368,-0.217774581,0.705704219,0.10721841,0.798926068
8578,XM_037957873.1,0.134468096,0.998595756,-0.265994854,0.949781162,0.01775659,0.991572708,0.288676905,0.863270778
8579,XM_037957874.1,-0.068980518,0.998595756,0.069100623,0.973811967,-0.029732619,0.965116559,-0.102991538,0.932290473
8580,XM_037957875.1,-0.114660952,0.848143402,0.170117007,0.720443053,-0.03294252,0.92496323,-0.204795247,0.798926068
8581,XM_037957876.1,-0.124247114,0.89471154,0.204098203,0.749651169,-0.023179574,0.944462181,-0.223645879,0.798926068
8582,XM_037957877.1,-0.019141655,0.998595756,0.503641819,0.705726368,0.215582024,0.70913115,-0.28731556,0.798926068
8583,XM_037957878.1,0.006598118,0.998595756,0.965470577,0.705726368,0.458280364,0.705704219,-0.498233305,0.798926068
8584,XM_037957879.1,-0.128530117,0.906587991,0.027487001,0.979916558,-0.118316924,0.725174363,-0.143660374,0.798926068
8585,XM_037957880.1,-0.060708958,0.966740793,0.190284915,0.705726368,0.033015581,0.920292843,-0.152402685,0.798926068
8586,XM_037957881.1,0.074260013,0.998595756,-0.425314405,0.95946393,-0.067880639,0.983482771,0.367601608,0.925016466
8587,XM_037957882.1,-0.019838467,0.981496556,-0.056146835,0.835136208,-0.048159043,0.705704219,0.010437327,0.964716833
8588,XM_037957883.1,-0.031079278,0.997468029,-0.265832297,0.705726368,-0.154050924,0.559820933,0.111357857,0.798926068
8589,XM_037957884.1,-0.115731947,0.979846675,-0.446659255,0.717298329,-0.344767865,0.705704219,0.103780112,0.920588848
8590,XM_037957885.1,-0.08179987,0.940472152,0.044651971,0.959206716,-0.061825984,0.782017589,-0.105322911,0.799414904
8591,XM_037957886.1,-0.10626783,0.946593408,0.338814287,0.705726368,0.053617432,0.894453566,-0.29042603,0.798926068
8592,XM_037957887.1,-0.115785748,0.778481566,-0.089659685,0.847667045,-0.161110684,0.498746046,-0.069572982,0.798926068
8593,XM_037957888.1,0.472115244,0.858586912,0.243703007,0.947460238,0.572084422,0.705704219,0.342748609,0.82418596
8594,XM_037957889.1,-0.059740399,0.998595756,-0.105591618,0.989657293,-0.087450764,0.981571291,-0.020659387,0.995502828
8595,XM_037957890.1,0.310767864,0.830775201,0.262011862,0.8776428,0.427846297,0.54747115,0.164127992,0.885834158
8596,XM_037957891.1,0.062276342,0.981560354,-0.140033911,0.882831152,-0.007448275,0.984105496,0.137826413,0.798926068
8597,XM_037957892.1,0.01404602,0.998595756,-0.144548394,0.882831152,-0.048088848,0.881822973,0.097496388,0.88969555
8598,XM_037957893.1,-0.143926519,0.964539645,0.132810457,0.94941866,-0.101849334,0.872291214,-0.225665861,0.798926068
8599,XM_037957894.1,-0.168915496,0.97884941,0.064991104,0.979916558,-0.150055082,0.876221701,-0.206800181,0.844832019
8600,XM_037957895.1,0.282676326,0.941853968,-0.09871115,0.974436096,0.231495646,0.756118552,0.335288281,0.807819482
8601,XM_037957896.1,-0.040160308,0.974671863,-0.117579792,0.70992339,-0.098724682,0.705704219,0.0212614,0.946408559
8602,XM_037957897.1,-0.116126718,0.97884941,-0.661715474,0.705726368,-0.43270307,0.562846965,0.238044838,0.798926068
8603,XM_037957898.1,0.31161424,0.799284116,-0.047537894,0.979916558,0.286341762,0.705704219,0.332606628,0.798926068
8604,XM_037957899.1,-0.190967728,0.852319369,0.11513042,0.933297092,-0.134070946,0.775332609,-0.247807979,0.798926068
8605,XM_037957900.1,-0.588291681,0.906587991,-1.763893918,0.705726368,-1.330376154,0.569173405,0.437169323,0.814135829
8606,XM_037957901.1,0.138458574,0.998595756,1.744290726,0.821730429,0.920037197,0.801019594,-0.86237276,0.85113992
8607,XM_037957902.1,0.049055199,0.998595756,0.215778633,0.913057939,0.16852602,0.827967881,-0.043738088,0.970948978
8608,XM_037957903.1,-0.088809996,0.998595756,-1.233080316,0.705726368,-0.629482574,0.705704219,0.617883784,0.798926068
8609,XM_037957904.1,0.003218685,0.998884896,-0.488741793,0.926016773,-0.258046195,0.907195001,0.221756761,0.937530245
8610,XM_037957905.1,0.53423901,0.754290378,0.26623105,0.890211183,0.658384502,0.673545052,0.397333046,0.798926068
8611,XM_037957906.1,0.116816315,0.915721504,-0.112780803,0.90898626,0.058369296,0.880319635,0.173853594,0.798926068
8612,XM_037957907.1,0.0536199,0.998595756,0.268973477,0.76457417,0.177445175,0.705704219,-0.080760628,0.926798846
8613,XM_037957908.1,0.710578661,0.945315754,-0.032500448,0.99671587,0.675905331,0.810932041,0.720570451,0.815812357
8614,XM_037957909.1,-0.071057135,0.998595756,0.851159996,0.705726368,0.29611634,0.705704219,-0.542749564,0.798926068
8615,XM_037957910.1,0.73824247,0.919820866,-0.613515948,0.936214001,0.517617929,0.843379811,1.118739176,0.798926068
8616,XM_037957911.1,-0.028475411,0.998595756,-0.824548053,0.716045416,-0.481951612,0.724433758,0.337059685,0.799904664
8617,XM_037957912.1,-0.549694699,0.891001924,1.004707191,0.709493536,-0.170360687,0.922419293,-1.17601805,0.798926068
8618,XM_037957913.1,0.20998663,0.956620602,0.140660693,0.955390765,0.266568625,0.764060766,0.138677724,0.889062639
8619,XM_037957914.1,-0.128838801,0.97884941,-0.182443822,0.936467036,-0.220600768,0.742805974,-0.037069077,0.977974537
8620,XM_037957915.1,0.484789843,0.974274193,0.757277357,0.898136327,0.745138899,0.705704219,0.022549603,0.995502828
8621,XM_037957916.1,0.71958152,0.97884941,0.372019335,0.973627055,0.890681347,0.851238821,0.532132569,0.9097721
8622,XM_037957917.1,-0.231725865,0.813464943,-0.422164043,0.705726368,-0.442281803,0.562846965,-0.018352041,0.976447975
8623,XM_037957918.1,-0.487329328,0.763392162,-0.255415052,0.906038732,-0.593352913,0.576939155,-0.32950397,0.798926068
8624,XM_037957919.1,0.84284834,0.826668784,-1.230186321,0.705726368,0.112541953,0.960080792,1.374702017,0.798926068
8625,XM_037957920.1,-0.109560349,0.941471683,-0.298902878,0.705726368,-0.252437839,0.513642775,0.048201527,0.950275574
8626,XM_037957921.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8627,XM_037957922.1,0.140719019,0.983823858,-0.228162476,0.931815712,0.021534013,0.983999104,0.250705602,0.816602848
8628,XM_037957923.1,-0.034478598,0.998595756,-0.001570019,0.999650172,-0.033204556,0.966784244,-0.024979083,0.975401398
8629,XM_037957924.1,0.19819504,0.832675215,-0.035160353,0.979916558,0.178420312,0.720452056,0.227263546,0.798926068
8630,XM_037957925.1,0.923705534,0.593550306,0.521498482,0.81222223,1.188425686,0.480103254,0.697731753,0.798926068
8631,XM_037957926.1,-0.092359483,0.979076557,0.391146509,0.705726368,0.096995612,0.860233547,-0.292123931,0.798926068
8632,XM_037957927.1,0.289498137,0.945315754,-0.166777468,0.958833118,0.205164657,0.806422534,0.364500384,0.800821053
8633,XM_037957928.1,0.032253358,0.998595756,-0.121187376,0.956683217,-0.0335729,0.971248509,0.09761126,0.920663814
8634,XM_037957929.1,0.092848286,0.998595756,-0.648235195,0.772109719,-0.251580327,0.865671315,0.408583848,0.798926068
8635,XM_037957930.1,-1.005062051,0.842280392,0.131627666,0.984045998,-0.961665043,0.705704219,-1.053164691,0.798926068
8636,XM_037957931.1,0.322229218,0.945610937,-0.603144668,0.805087044,-0.005293637,0.997823859,0.610619048,0.798926068
8637,XM_037957932.1,0.222744648,0.979076557,-0.359165547,0.926016773,0.009953145,0.995947063,0.399147173,0.798926068
8638,XM_037957933.1,-0.230733112,0.97884941,-1.062301673,0.705726368,-0.808022325,0.705704219,0.251571441,0.798926068
8639,XM_037957934.1,0.069148951,0.998595756,1.586399827,0.705726368,0.636389962,0.705704219,-0.936907346,0.798926068
8640,XM_037957935.1,-0.01211101,0.998595756,0.023160299,0.988663917,-0.000950037,0.997892592,-0.016781022,0.989401867
8641,XM_037957936.1,0.157989738,0.884289421,0.116190307,0.925082606,0.211384383,0.670932617,0.102152197,0.889062639
8642,XM_037957937.1,-0.484716739,0.906587991,-0.064250908,0.987959646,-0.502558565,0.796361372,-0.428392873,0.798926068
8643,XM_037957938.1,0.023931812,0.998595756,-0.110810742,0.962724676,-0.030766724,0.968989229,0.076545951,0.959889043
8644,XM_037957939.1,0.00292584,0.998595756,0.7860277,0.69913129,0.377224395,0.663746253,-0.410229302,0.798926068
8645,XM_037957940.1,0.237681105,0.81243399,-0.271431828,0.759925647,0.103972081,0.770100992,0.378688623,0.798926068
8646,XM_037957941.1,0.144180352,0.989633082,-0.10272661,0.973627055,0.105528753,0.916506777,0.201897833,0.896772002
8647,XM_037957942.1,0.321369441,0.964539645,-1.400529994,0.705726368,-0.400883175,0.742916632,0.981036277,0.798926068
8648,XM_037957943.1,-0.006679086,0.998595756,0.223217687,0.705726368,0.092991229,0.705704219,-0.131317999,0.798926068
8649,XM_037957944.1,-0.016465167,0.998595756,-0.143082439,0.936982947,-0.081271193,0.912361377,0.061236703,0.95231805
8650,XM_037957945.1,-0.116134066,0.987309813,0.631165796,0.705726368,0.19386835,0.783044667,-0.440260772,0.798926068
8651,XM_037957946.1,-0.138487969,0.926719097,-0.466331771,0.705726368,-0.365938334,0.675968385,0.10721841,0.798926068
8652,XM_037957947.1,0.026132056,0.998595756,0.35809547,0.899997101,0.210587134,0.877117797,-0.177778784,0.903835832
8653,XM_037957948.1,0.376081971,0.991083093,0.40132795,0.959206716,0.590072263,0.857561071,0.195019006,0.961526546
8654,XM_037957949.1,0.052120974,0.97884941,-0.026463049,0.977207252,0.040561758,0.894412965,0.066472219,0.88578208
8655,XM_037957950.1,-0.010945131,0.998595756,-0.750676942,0.705726368,-0.361962176,0.673545052,0.38279083,0.798926068
8656,XM_037957951.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8657,XM_037957952.1,0.05489938,0.97767956,0.299548784,0.705726368,0.190615989,0.641910708,-0.10590022,0.798926068
8658,XM_037957953.1,0.127077352,0.89033613,0.140185424,0.863522891,0.197618294,0.512379472,0.067288763,0.916282251
8659,XM_037957954.1,0.192757259,0.97884941,1.028428141,0.705726368,0.751200429,0.687932548,-0.257683207,0.798926068
8660,XM_037957955.1,0.162270127,0.914050652,0.052690491,0.973627055,0.183138776,0.705704219,0.13409853,0.845690287
8661,XM_037957956.1,-0.285489593,0.847330579,0.232078898,0.890836231,-0.181439126,0.746847828,-0.425491696,0.798926068
8662,XM_037957957.1,-0.258057791,0.998595756,-0.014647939,0.998749433,-0.279648931,0.935759183,-0.238524435,0.954318281
8663,XM_037957958.1,-0.398742824,0.763392162,0.167259657,0.935068515,-0.317318641,0.705704219,-0.488663931,0.798926068
8664,XM_037957959.1,-0.33747152,0.94307504,0.433963695,0.896549102,-0.188404822,0.713573603,-0.629460134,0.798926068
8665,XM_037957960.1,0.566455993,0.963867532,0.713842816,0.913570651,0.875665186,0.705948802,0.19026588,0.961452802
8666,XM_037957961.1,-0.775316246,0.940356475,-1.427668559,0.803017576,-1.442756174,0.705704219,-0.012447321,0.998119472
8667,XM_037957962.1,-0.573665769,0.92674924,-0.620951243,0.90524363,-0.83757778,0.705704219,-0.186256662,0.957960202
8668,XM_037957963.1,-0.332505116,0.98967769,1.765364084,0.705726368,0.4674673,0.862373737,-1.267125085,0.798926068
8669,XM_037957964.1,0.137053287,0.945315754,0.038918899,0.979916558,0.153806002,0.765242244,0.117810906,0.849816629
8670,XM_037957965.1,-0.149160375,0.816948613,-0.280069446,0.705726368,-0.279093551,0.33397382,-0.000995453,0.999068256
8671,XM_037957966.1,0.095935725,0.919820866,-0.021128043,0.980927219,0.083094888,0.736700345,0.104352491,0.818191994
8672,XM_037957967.1,-0.12187971,0.787021659,-0.026703446,0.968430217,-0.135870253,0.503079405,-0.107361889,0.798926068
8673,XM_037957968.1,-0.016145316,0.998595756,-0.180308599,0.705726368,-0.103968038,0.68999966,0.078928903,0.798926068
8674,XM_037957969.1,-0.057580927,0.998595756,-0.610407271,0.819176252,-0.388486728,0.811518524,0.219558458,0.858587738
8675,XM_037957970.1,0.078486066,0.998595756,0.019080126,0.991797071,0.087734532,0.852923864,0.067468799,0.957938626
8676,XM_037957971.1,0.201324325,0.926719097,-0.104330872,0.958847804,0.126031009,0.898699285,0.255284903,0.798926068
8677,XM_037957972.1,-0.214290291,0.830274041,0.004484044,0.996899336,-0.217774581,0.705704219,-0.208151486,0.798926068
8678,XM_037957973.1,0.405705903,0.906587991,-0.479032941,0.864863919,0.140259874,0.932138718,0.655309678,0.798926068
8679,XM_037957974.1,-0.041190245,0.998595756,-1.136879038,0.616871649,-0.607617909,0.562846965,0.545727868,0.798926068
8680,XM_037957975.1,0.32960762,0.913921795,-0.450849987,0.841178675,0.078861176,0.950047644,0.533166783,0.798926068
8681,XM_037957976.1,-0.217982374,0.906587991,-0.11991107,0.950585258,-0.283004692,0.708734613,-0.165889887,0.798926068
8682,XM_037957977.1,-0.133540093,0.961991768,-0.539604299,0.705726368,-0.402933593,0.620134572,0.133831933,0.838998034
8683,XM_037957978.1,-0.08636266,0.909783891,0.022959885,0.976907739,-0.075649728,0.780975914,-0.09549755,0.798926068
8684,XM_037957979.1,-1.316033016,0.626103023,-1.343348574,0.705726368,-2.086238622,0.378107498,-0.737236984,0.798926068
8685,XM_037957980.1,0.799128596,0.830274041,0.340206929,0.950097308,0.962523011,0.705704219,0.60961031,0.798926068
8686,XM_037957981.1,0.397413626,0.935088095,0.227658165,0.958833118,0.524077434,0.786410772,0.320754123,0.807664966
8687,XM_037957982.1,0.013353916,0.998595756,0.37925478,0.798746027,0.195435488,0.803785964,-0.17423697,0.85730382
8688,XM_037957983.1,-0.06748358,0.998595756,0.037346652,0.989657293,-0.045793862,0.971795028,-0.088427595,0.949245193
8689,XM_037957984.1,0.203786932,0.97884941,-1.283806754,0.705726368,-0.253390689,0.705704219,1.0320242,0.798926068
8690,XM_037957985.1,0.033617047,0.998595756,-0.378162952,0.951256584,-0.199098143,0.934938769,0.162423213,0.961526546
